id;Bachelor FHNW;Master FHNW
4553a52d-0fe9-4c74-acd2-c84ab0890066;1;0
455d3cab-275b-4b93-aca7-fde370de5c91;1;0
45726b3d-3960-4876-9a0b-16d94b1ade05;1;0
4577a655-40d8-4ee7-9aee-50bcedf56b5b;1;0
457c4e64-9626-498a-8751-fa5d82e21061;1;0
458430e8-f2ed-4083-b58b-ed1a0d611775;0;1
4589da70-65e6-40e6-ad19-4a994734d39e;1;1
458aac5e-bbf1-47ed-8efc-c3cb5964d8cc;1;0
45a272ae-5b18-4446-b8f9-4dbe308d49e1;1;0
45ba592a-cec4-467a-adfc-01b530ef1877;1;0
45cc6799-cbcf-40ad-a29a-a6b0725f5cf3;1;0
45d1927d-652c-4e50-8b79-f9f1d9694360;1;0
45d95df7-abf2-4fae-b6b9-d172d9e6f921;1;0
45e07468-cae9-45b6-872a-639f79e5f22c;0;1
4610a1d0-ab75-45f3-877b-006db2530b0e;0;1
46167440-26b6-4668-b890-96f64a6a58ad;1;0
463a478c-1d98-4f00-ac07-4c90a2fd07fa;1;0
463d4808-eb4a-46f7-9cb2-f9d77dde5eca;1;0
4655eb5a-b691-4cff-8c65-0c1bfd16850a;0;1
4666efd4-6f14-4743-936e-ccaef19aa037;1;0
467963f6-fd1f-4864-ad00-82821c80e60f;0;1
46854b92-5a26-4826-90b0-47e1365ff137;1;0
4694b078-cc2a-4c61-8bb1-53651e990a45;1;0
46bf050f-2815-49db-ac24-1c4c0a6ee478;0;1
46c7af93-8a8b-444e-9807-d129c8dc41e0;1;0
46c82e64-10ba-4e19-b3fd-6526a62ca5de;0;1
46fdd53f-0b60-4670-88b1-1500841465c8;0;1
47020656-1c00-4762-8d92-2e8c57e66e8c;1;0
474b84c8-8697-4271-bdde-bd3024fd2bce;1;0
47501cb0-abe3-4cc9-8f92-915c79180218;1;1
47828a3e-ce13-41bb-a2f9-51ff25791a81;1;0
47b5718d-c1fa-4200-9429-d455d9f2befd;1;0
47d1e698-033c-4b6d-8b01-82b968ea17d4;0;1
47e26a85-36bf-4ca6-b137-f6b250876058;1;0
47ed64c4-8d6c-4d23-bdc2-42bc7733f8a2;0;1
47f016c2-0e39-437b-a3a9-13d05f2aeaa3;1;0
47f3ff5f-063f-419f-a5ce-7fb3386e56be;1;1
47f7950c-f4df-4276-8389-9e14108b2655;0;1
47fe07b5-24a7-47ed-9178-28920eecd2ad;1;0
48125e1b-2eed-4468-b7c9-c67da94cdca2;1;0
481dcf80-c85d-4f1b-85bc-baf6f5fcc24b;1;0
482572b5-67cb-4a32-936e-c759260707ad;1;0
483ccf70-ee98-4590-8ca2-87a54f7667fc;1;0
4865af2e-3ef0-4df3-b31b-e7cbfa8d06a6;1;0
4875af3e-5d0b-4402-8853-0297a316e75d;2;0
489801c2-f57b-4a4a-b169-88332aabe5fa;1;0
48a33c83-f78a-4de4-8df9-dfea0d890e41;1;0
48a42128-30d2-45a4-9944-c037641bddb1;1;0
48de8d7c-6680-4753-a7ab-d10ed05b8301;1;0
48e4bbfa-a374-4863-8220-9b3c8ebf6b06;1;0
48e869f8-3827-4859-8c85-1daa3bd04feb;0;1
48ea91ba-7a1b-474c-ab0e-023172d446df;0;1
48edde8d-904d-4f19-876f-c83880cb113e;1;0
4912ebc9-e301-4caf-aeb0-471d35ed520c;1;0
49257603-8599-47e1-aa12-9a9e9147dae8;1;0
49362257-b128-4c86-874a-a95eb5b5e714;0;1
49363b6f-dd1c-4fb4-a231-659fe38ef144;1;0
49431cdd-00e6-4491-ac69-5caace381428;1;0
4948bad8-2aa0-47dc-be1e-825acf69f471;1;0
4951fb13-5df0-433d-86bf-c042b6d3f8f9;1;0
4968df86-073d-4008-b882-f7531ce24479;1;0
49748b10-fcf7-4e54-b11e-fa259a3c5eda;0;1
4994efff-bbb9-452d-8d9e-ecf6a289d1a5;1;0
4998e91b-a50c-4d5a-82ab-6e3dc5502cd2;0;1
49a20fed-6a1e-4fe0-a414-5b524e227a24;1;0
49aec679-5480-40d3-9e61-b2e10a00eca8;0;1
49b124e9-eb18-454d-98a2-a23879485952;1;0
49b7417e-51e9-42be-9227-8c8903fe4a40;1;0
49db037f-b4f0-4728-91f4-aa6252d4fada;0;1
49e72194-4bcc-4829-972a-ba226f102620;1;0
49e8b2f4-4e7f-4883-9cbd-1e677d491fe2;1;0
49f2d351-3100-476d-a8ee-e06e49287504;1;1
49f570b1-948d-4a73-a576-8c173954c66c;1;0
4a0fbbc5-1df5-4eb4-aa80-f1bce7641881;0;1
4a1b0754-5467-4ab1-8cc5-457b4333d5f8;1;0
4a23fd2b-8665-48ba-b656-8668e65562ed;1;0
4a273c14-9ee3-4d55-85d9-b78ab00e030d;1;0
4a28c929-8d08-4f7e-a6d8-6ac0e889762b;0;1
4a38e788-9855-4528-9fd5-08894b16b9a2;1;0
4a3e8dc2-cf19-46a1-b934-f0dc69812947;1;0
4a476f35-fd8f-465c-94d8-ff9e30fa8a5f;1;0
4a48c54a-807f-4e15-bbe6-c4616888d76e;1;0
4a4beb73-bc6c-49cd-9b86-688dee736eea;1;0
4ab0f170-e927-42a8-bea0-6894f3b7d3e3;1;0
4ab64c27-d189-427e-8ee1-a0f3d9a5d818;1;0
4ab88a23-d3c1-40de-af3b-3c97781b0713;1;0
4ac16c33-07b6-482f-80e7-3a3ff390521d;1;1
4ac90dfb-94ad-40ea-a2e4-3dccf0bfe5f5;1;0
4ac93c5e-1fde-4bf8-a090-ead088f44a1f;1;0
4af22044-ac50-4a57-ab04-bbfca44cb694;0;1
4afac70e-d57f-44e3-9583-b36e0d8b0988;1;0
4b0a5179-5f91-4f12-bd3d-586de0fe5539;0;1
4b27616f-7d39-487a-955d-f3ae7005208f;1;0
4b3d2d26-6894-4903-8275-59b1ba180069;1;1
4b52d00b-04a2-4c7c-b943-00c0e3724d0c;1;0
4b614634-3296-4191-a88c-1a2f63a41aea;1;1
4b752a22-f310-4b41-bfdb-b077383f7885;1;0
4bafe8ab-543c-48a1-a0f6-41cfbc3209b4;1;1
4bbc0cb7-8d5d-468b-b17e-0afc9b950b77;1;0
4bd0046d-9642-4e04-a56d-820289d8bb1d;1;0
4bd0a999-2aa7-4c17-8317-49a484d204ac;1;0
4be3721c-1d24-4078-a05a-5b784dedc49a;1;0
4bfd0ca6-9648-4c34-8be5-5ecf57d7477c;1;0
4c0f213b-4ad2-414b-a382-d64a338d8fb1;1;0
4c141666-76b5-4336-b95f-93dc7e0fb874;0;1
4c2af6e6-6bfb-4df1-8030-b6a5b6321a4f;1;1
4c3ad259-57f4-43cf-bda1-1afeb4999846;0;1
4c3ee697-a537-4c38-b156-1d9c3782ff70;1;1
4c487e9a-178e-49eb-8e11-75487a974bab;1;0
4c4ae202-2053-4422-9d5f-6211edef476e;1;0
4c5fa6f1-4dc5-4d59-ae2e-a61834f03941;1;0
4c64f07e-2963-443a-9cb5-a18dc5c38001;1;0
4c6ac73f-80e4-4d1a-bf38-67e914043dad;1;0
4c6fe088-52b6-4646-acc1-7696c1ef4aec;1;0
4c77b59f-c859-44a4-8f18-3a93dfa6818c;1;0
4c7bebf3-24c4-4444-817e-e566e7efe99a;1;0
4c7dc80c-8daa-4e50-84c3-e9d4a5cb4e54;1;0
4c8d7a71-265d-49ce-b272-f0b33fbff472;1;0
4c9ec1a0-5da4-42a9-b4bb-0f41a53731ab;1;1
4ca84f3a-af76-44d6-be49-735e9fbcfa39;1;0
4cad5bd5-2530-408a-a309-9c3dc8abe109;1;0
4ce52167-6987-4cf0-baab-8a8f9a988c0e;1;0
4cea933d-7e30-4c55-af28-ca7d15776f41;2;0
4d052848-15ba-4fd0-b24c-d4a8609a75b9;0;1
4d222008-3a68-439d-ac62-ce4d7936c0cb;1;0
4d2dcacb-a4e5-4a0f-a22a-591807aebcbf;0;1
4d34af30-31e2-4603-ab93-5cd2acabb885;1;0
4d39596f-e864-4dc6-b500-0bdcf2fee57a;1;0
4d3ef96c-5188-4e5e-b2ad-d6abab1571bc;1;0
4d47d792-c681-41bf-a030-2f4312d4ee45;1;0
4d6174af-109d-4ae6-84fd-db72b0fd4db0;1;0
4d8af32b-5f16-4c11-a66d-4fb193cb5d2e;0;1
4d935522-a05c-4b5c-a510-a90559fc7cc3;1;0
4dbcf6df-85db-49aa-bde8-0cf84bfe1990;1;0
4dcbfe41-5b37-40ff-ace4-2743d7e56ff6;0;1
4de70fa1-e741-4a87-b56a-b08040a3962c;1;1
4df468f4-efdd-4cd9-ba45-e238e562ef9b;1;1
4df62fa7-7660-4661-945b-c5426c80eae6;1;0
4e2662fa-d7da-49c7-8391-4696070efb27;1;0
4e27708f-3a9a-4555-ad1f-29683cf2c910;0;1
4e3d9348-e32d-4545-b1f9-c509ad038037;1;0
4e52a8e7-0be0-4000-9911-204a265b89fa;1;0
4e604a50-e6b2-419d-bb8d-4eafc066087c;1;0
4e6b57e2-4b52-497a-93f7-0f3b4c1d5218;0;1
4e6cdfb6-47dc-406a-a3a0-4fe0286e7081;1;0
4e70ad36-6e7a-40c0-bd03-7c30ab774728;1;0
4e80326a-8f16-42d5-b352-87f780f33136;1;0
4e98b9e6-9756-417d-be53-5f530d788270;1;1
4ea05549-5ac9-4bd6-ba56-18157443c20e;1;0
4ea06c44-fdf8-4dda-93df-9dde285fe22c;1;0
4ebc98f0-08cb-4b56-8c36-a4d22c638d2d;1;1
4ebd53bf-19c2-4b12-9255-37d9310daf4c;1;0
4ebfdff9-7ba4-492b-b095-68e98d150079;1;1
4edb8374-5443-4d00-8bd7-8332b76cebc6;1;0
4f02dd16-baed-4183-8b71-1f77afaa65db;1;0
4f0db236-8b4c-4b76-93b4-e7b850807a32;1;0
4f214b33-2afc-49f2-af7a-2eb0b66f7dfd;1;0
4f25ceb7-7ee5-414b-97a0-954b785662e3;1;0
4f393fca-463a-4c45-b77e-57fc06d5b958;0;1
4f3eb054-c4c9-4650-a320-93c6637c6d79;1;0
4f4af17b-8325-4416-af54-b6acd3bb5433;0;1
4f4b0dbe-cfb4-431b-85bb-d280a46df5e9;1;0
4f5f3f42-56bd-41c2-a964-3bbd731ac106;1;0
4f690bac-5ef0-46c7-8e98-e8fd98299f54;1;0
4f7d93e4-db91-4f49-bd1e-d8e406fed5be;1;1
4f7e8850-d373-4ee5-88f7-b08696c93c40;1;0
4f9a8a0d-64e4-4d01-9d34-ed9851bcdb2f;1;0
4faeeb01-ca80-49ff-a0aa-eb4b9ff35748;1;1
4fb540e7-dce0-4cae-944e-d220f8ee3694;1;0
4fd10125-fc4f-42ce-8efe-d634e33d3607;1;0
4fde1227-b550-483a-93f1-a675a7de88e7;1;1
4ffaa28b-1516-42e4-9613-aa6640780c69;1;0
502d2000-9ffa-43aa-8006-3109dddf41cf;1;1
502e2851-01f1-4d24-b37e-3b853ef76df8;1;0
50353388-27c7-480e-a28f-8e9f88d3a7fc;1;1
503631d6-7269-4ed8-989f-dd0a72bcfc7c;1;0
503a5a97-56c2-4565-9b63-45b63d1ab91a;1;0
5045e595-d581-44a3-a878-7252e384dfc4;1;0
50460fac-2762-4966-b98f-5bbe15625d54;1;0
50562e61-ffd9-4ce3-aefc-5f85d5cd5719;1;0
5056eb7d-b38e-4445-8e5a-9bd5c6db8611;1;0
506e5aa3-8a10-4566-98b9-77e2910ffd54;1;0
509d0621-4fbb-477d-a9d6-59cc3220a486;1;0
50a42909-10a7-410e-97fc-d1f6c765004a;0;1
50be35de-002a-47dd-bd79-8f63903b2ba5;1;0
50c0bda5-1b9b-4600-ac3a-c0fdd63b3af9;1;0
50fff9f9-b10d-40d1-8850-a4152d17422e;1;0
511c2108-7edb-4b49-8989-cc5cd6bed423;0;1
512edc1c-28c9-4e0c-9bc8-04d90b5dd8e0;0;1
5130f0e9-dabe-4664-831c-a93318fe024c;1;0
5138a149-348d-4f56-b8fb-11b0218e95a8;1;0
5146a677-3bff-471a-809f-00d0a3af1e33;1;0
515006ca-ce48-4ca9-9498-488792744a9f;1;1
5155e776-29af-434c-81af-8b7d5123fa72;0;1
515a5a45-d3ad-43bc-b71c-b25f679fefd3;1;0
515d78b3-a59f-437d-9037-ae332aa46f3f;1;0
5168370b-66a9-4341-a045-281636827d04;1;0
518ac5eb-eed7-4139-9938-11951d8af18e;1;0
51a0557c-9a14-4bee-8b1d-61215d10d60e;1;0
51aeef41-300d-4843-abb4-be8b7677887c;1;0
51b75337-71f4-4871-873f-4511df9b9e3f;1;0
51c2810c-e70d-43e7-870d-060d86c1f899;1;0
520e4e8b-b27b-431c-98ab-0b0f575521d6;0;2
52444ce9-fe03-42e8-bad3-ab03eb6d9495;1;0
524f382b-0853-481b-b418-5442199ccac9;1;0
524f7236-8b1c-4df2-ab1b-7895fc825659;1;0
52541136-b21b-4dd7-b6f5-8c425d0dde1e;1;1
5262b9dc-5319-4d76-9844-6ac9e0022238;1;0
526a1eea-6d26-4eb4-9e02-c911dcf29f77;1;0
526cfa0b-ecde-4d07-8f5c-2ba5aaf16388;1;0
52760e82-105f-4c38-8848-8689d1e8871a;1;0
5284aa3a-b9ab-4311-b727-c51459e19bdc;0;1
52989eff-206e-4a3a-92ba-29612441d0c2;1;1
529c13b7-734a-4096-8cc5-1473c1bf9f71;1;0
52a34731-63bc-4cd9-8e8c-725d3a3353d3;1;0
52c257cc-cd8e-40a7-8b6e-880d33dc0589;1;0
52cebd8b-d669-485d-87d3-71fc55ced24a;1;0
52d2356a-2591-4165-a49a-52443f370988;1;1
52e16f8f-4c5d-4b1b-b367-054087fa6fc5;1;0
52fa0e56-725e-4d87-9fdb-b477633f3d69;1;0
53029135-d2fa-47d3-ba03-96c514da4291;1;0
530e4b93-6e1c-4f28-a37b-1ff458566821;1;1
532a3835-9795-42ab-86db-7b2dcdb9044c;1;0
532c03d4-e614-4450-8bc7-f61ae1a41999;1;0
533d7c98-b338-4f08-8237-02adb61df0c6;1;0
5364658d-3494-46ca-bfbb-dde2b5c86efe;1;0
5366bec2-e3ce-4a64-b997-c79e74f1867c;0;1
536d3e46-f76f-46fe-aa49-e65db0403ef1;0;1
538d7014-b13b-4477-9e4a-415d6880a0c4;1;1
53ad57cd-cedf-4245-9527-d83c30b8bf75;1;0
53b0956c-e3e6-4315-a2dc-d5d3148f976d;1;0
53c1b6cc-5542-4171-8045-c49dd2fae2bc;1;1
53c798cc-eee4-42e5-b4ac-b05285ab7315;1;0
53caf79a-dfb7-4781-962e-69de4c625d9c;1;0
53d0eaca-dec9-4ecc-9cdd-34df7d78bb5a;1;1
53d1a85c-b7bd-4249-b597-481b86375ff9;1;0
53dc6a97-d334-4c24-a8d5-7c7ed2512ec5;1;0
541257e4-e987-4bd8-8257-194c17456559;0;1
5433135e-538a-4c3a-af80-561b0d2d6ad8;0;1
544b06f4-e596-4769-9ba3-7d1527361d74;1;0
544ece1c-08ea-43e1-8a84-ba05a59cbe0b;1;0
54641b99-decb-46b7-ac71-0ac106748b16;1;0
54649ee3-5f5f-4232-b61a-8a0d729f0977;1;1
5466845a-7385-4205-a6ff-876348de86c7;1;0
54693db3-04ef-4791-bcc7-433f6c3101bc;1;0
546e8149-6a70-4055-9aab-d3e2aff0cd91;1;0
5474b354-efa2-4453-a0cd-82c296842500;1;0
54a75fe0-08a2-4ae7-a35c-92d8bb5b0820;0;1
54a915d8-67d1-4238-b8bf-7f350d371962;1;0
54adaef2-3570-4d18-9398-3efc6ca3ca31;1;1
54d3aa86-58a9-4f28-9096-748bfdb7291f;0;1
54ddb6e2-37d3-4ad2-bf67-8c01915598e4;1;1
55044105-93bd-4300-a630-aed4e0d54735;1;0
5509d7c1-6fbd-455b-87cc-aa13c018bffc;1;0
5535a1fa-3288-409c-9d6a-8d951ffb22bf;1;0
5539d5b6-8546-45b9-b350-14e9a7954cda;1;0
5549889e-6a92-489d-8726-8de1151e27e5;1;1
554ade46-9792-4305-9055-408117e1fb4c;1;0
5555fd59-c511-4512-b130-23e8abb17f9c;1;0
55596dc7-c160-4abf-9587-e74fd930b45c;1;0
556e6dde-a410-4b32-a091-cfaf51718efd;1;0
557964c3-3f72-465f-9c58-c301fcddd918;1;0
557c2ccb-da95-4b73-acfb-3e8672714dbd;1;0
5585947a-8188-4392-929c-2d6b94e4d366;1;1
5592cd3f-5095-4500-a071-5feff10b1978;1;0
559d18aa-2bb7-4b88-876b-e150406c4c09;1;0
559dec4d-02ba-47cb-be90-816be6be4193;1;0
55a5cd8a-6464-4b6b-893a-028bf9df41d8;1;0
55bafc4c-81b4-4a1f-a90e-acbd27bcb94f;1;0
55d7183a-75e9-4573-b9aa-26778ef5dce8;0;1
55d7cf47-98f1-4972-bdcb-22c00faba161;1;0
55f099de-7313-43ca-b3a4-830a620ef3f3;1;0
5612fe52-1b2b-4d2c-83c1-387511d623d5;1;1
5616e05e-a680-48c4-b3fd-b6903b158aa3;0;1
5623b87a-b9ee-481e-aff5-d43e41132d6d;1;0
562836f7-72b3-4a15-af3a-91ac346b7f0a;1;0
563f4943-e833-494c-a1ac-191164a024ec;1;0
56440000-3e7a-4562-ae9d-508881a4c042;1;0
56472ea7-216d-4b56-998b-2b5595e1940e;2;0
564d21d5-9523-4b89-a368-a0c9179bcf08;1;0
567889eb-bc2b-443d-8349-c3dfeea46568;1;0
567bb34b-1daf-4710-9be5-235818d68a92;1;0
568a73c3-5ffe-418c-9d89-878573f220c7;1;0
568c6e5d-ca60-4d3a-81cd-9a5e63f9ce2e;1;1
569d5be3-c689-4755-9b17-7dd89b52c039;1;1
56a7a629-286f-45e7-901e-8c2bb267edc3;1;0
56cf52c6-66b8-492e-a09a-e06335f2b49e;1;1
56f1bdc6-c688-4de4-8072-92ef7ccbc5e4;1;0
56f5865c-656c-4cdd-b30c-732c76c3af12;1;1
56fe6220-aba0-4fbc-a850-07130c5f8df0;1;0
57006594-02f7-4a02-b8bd-e142ebedf061;1;0
570dd421-8cf1-4555-8b0a-35148ee65e53;1;0
574cbc8f-a668-4a4c-971d-f90200c59e39;1;0
578044a7-641f-4ae3-a899-288696958869;1;0
5786e534-5e75-42ab-95d3-e475cf71e2b9;1;0
57b00132-8423-4b40-b121-0e00d0b53b7c;1;0
57dd8843-b6c3-4a42-b779-8245071b2173;1;0
5801a3d9-7ea3-4db8-87a7-cce2eef7308e;1;1
582ce404-9089-43ab-ac72-fabf0ca7aa1c;1;0
58475a28-1088-4305-9143-111645bf2a56;1;0
585484de-be59-4782-8583-081241e38033;1;0
58573746-02a6-4163-962c-b7641ecb690b;1;1
58732d85-110b-474b-af5b-9bbd6fc7b08e;1;0
58887de8-7e04-4cf4-aab8-e9f789c864b6;1;0
58a271b4-7975-4c1a-9065-829151a7957e;0;1
58a2af88-3339-4c14-adda-9d698992088a;1;0
58a3009b-09e1-46d1-a75b-76d6e2454d7c;1;0
58e60d56-2bde-48ff-ae1d-df1fd747aca8;1;0
5911ed42-814a-40d0-b54d-cb84033aa3eb;0;1
59168907-f76b-497b-ba04-395aac11b1ac;1;1
59263b06-331d-47c4-848a-4a1927326cc0;1;0
59801beb-f988-4460-8686-a7ca5ae3491c;1;0
59983dd8-5cf6-4cd5-af6c-7f803364567f;0;1
59b07092-6b27-4d16-bd2b-415c3ae60b2f;1;0
59cf87b6-beb9-4178-9d05-bb6f4a628d23;1;0
59e40ee4-8e35-4e57-af30-d197c2899665;1;0
59f148f8-1293-45dc-b158-091cec67baa2;1;0
59f1767a-b6da-44aa-8185-8914572a5eed;1;0
59f3fd94-6761-4237-8203-9ada652cdf7a;1;0
5a0bfad4-8c0b-4ea8-88b9-c07661882a53;1;0
5a3681b4-c3aa-4971-9a1c-d2884dfbec5c;1;0
5a40c794-2dbe-4d9e-a645-b8f64db802be;1;0
5a5f2043-1258-424a-b722-e92d669bc415;0;1
5a733d13-4aaf-4e19-80b3-27b14bf36dca;1;0
5a7ec248-3390-4f8c-b0bf-d71f189d7c52;1;1
5aaf2286-f00e-4a00-951d-6cf0335b4dd4;1;0
5acd0f9d-a7c8-4143-b7d1-d4459daf1a91;1;1
5ad7787d-733e-4d1c-aa11-a01fcdd08b90;1;0
5ade5a8d-a63b-4ac1-ba60-fefb87372f2b;1;0
5b024f82-06b8-42ea-a375-890e36cf84d3;1;0
5b23d536-fbae-410f-ba8c-3308bfe70019;1;0
5b32d9ab-1956-426e-b62c-ea063cda19c0;1;1
5b3c5522-5dc6-4547-aed9-a140fc0824c2;0;1
5b3c6313-275e-463d-9b16-ccf41c774d44;0;1
5b46db7a-99ec-423d-89af-8693a1442adf;1;0
5b4d26cb-f3ef-438b-954d-5726425d033d;1;1
5b5942e1-a843-41de-834c-c6f0339c10c1;1;0
5b8bfcde-9a0b-44d3-8a60-e38c003f3d3b;1;0
5ba2ded9-ab0e-4b0e-8a96-96350308400a;0;1
5ba8fda6-bf99-417a-87b0-5957812bd9ce;1;0
5baf200a-4054-4d2d-af3d-ff3afac0f31d;1;0
5bbf9a7c-fd57-423e-87f7-97b698b322a4;1;0
5bc24cfa-2281-4761-9cbf-b6b1202c2d72;1;0
5bc6f4dd-4977-45c3-83e9-128ac271707c;0;1
5be7a4fb-1ac2-4797-b9db-2a036a1cebd6;1;0
5c0b4f69-38de-43e3-b5f4-eccfd0eebe84;0;1
5c261aaa-3945-4cc2-9d5e-a8e494cb3235;1;0
5c560cd6-8dda-48c8-a4da-4b86d302c1bb;0;1
5c574f22-c46f-43c1-82b5-53c5ad85b0d5;1;0
5c74a676-ea2b-46b1-96f1-bcdd1c4336e2;1;1
5ca0d4fc-6deb-4d6a-83b9-9c7e9aa603b8;1;1
5cb36aa4-93cf-415b-a660-089a25b32cd7;1;1
5cb3bd84-5644-4e45-8b36-7c6059a25e97;1;1
5cb42bae-f8ca-4b46-a5ea-60392cb2d348;1;0
5cdef28d-384f-439c-aede-0bfef5a8abbf;0;1
5ceefd70-a0a7-4898-ba90-9a45de9b568e;0;1
5d016086-e4a9-4622-9c5f-8f452e27a94e;0;1
5d168b1c-e50f-48d3-8e8e-9b0fa86e34d0;1;0
5d29a865-1569-4417-859e-13b64b13d632;1;0
5d3092f7-dd4f-4c85-b025-329fc844a21b;1;0
5d4325b7-834f-4995-98d4-82a0db2e8888;0;1
5d506a5c-c579-4d61-9cbd-6736c45b02fd;1;0
5d59a0f9-c3f5-417d-9bd4-8827f8a4c6bc;0;1
5d755172-4e20-49d1-89a3-b5689008151e;1;0
5d7f36e2-0288-4478-be69-25e0fd1584a5;0;1
5d7fd81d-9966-4229-8783-d83afde6cb85;0;1
5dc27898-a4cf-48fa-bb6f-88794b5b7a50;1;0
5dc4a849-5377-4346-9275-8cfff312a053;1;0
5dcd3906-79be-4b5e-9c1f-80253f47077f;1;0
5dd6f672-dcfb-4782-a70f-f20b589c1337;1;0
5df94a92-939d-4d16-8d14-45fe26527461;0;1
5e1433e1-1633-4e52-a75e-b233e519615f;1;0
5e164c0c-a189-4e31-aba4-027765047c96;1;0
5e1b2166-c771-4c22-a07f-b83cffb156eb;0;1
5e224376-8013-47f0-a5fe-b4fc0d2b75d3;1;0
5e2b19fe-6376-4457-a47f-7718419f0512;1;0
5e3babe1-a0dd-4cbc-a893-a92a2c2f7411;1;0
5e3c1fff-870e-47cc-b0ca-a117ec04e097;1;1
5e76bc66-0b1d-4b7a-abff-aa2277506633;1;0
5e844860-0fef-46f4-b312-d72151e60ad0;0;1
5e8cb692-bbd3-43ed-a189-d1fd64d1c6e3;1;0
5e9f06dc-b174-4117-95c7-5c9f1a9529ce;1;0
5ebd59ad-8d1d-4f0c-b09b-9b54498ae14e;1;0
5ecca1a6-9b56-4cc1-8df5-ffdfc4839fa5;1;0
5ecf8560-0c7c-44af-8bf3-242cc037de0b;1;0
5ed1b266-12a0-466b-9770-acf3269a70ea;1;1
5eefa18f-5f32-461e-b28a-9029bff132f5;1;0
5ef7808e-c250-4f47-9cde-bfc144f2cd1e;0;1
5f1a7a8d-dc80-4312-b721-99207c0fe9b9;1;0
5f30ba27-ce81-49a0-a925-7512db885a5d;1;0
5f5cd6a0-9fa8-44eb-904e-8f5369eadefb;0;1
5f6c8cf3-e69a-4070-9918-7a70dab318e5;1;0
5f719733-de35-4b4e-b726-3e02790c3868;1;0
5fa6fb0c-a6fd-405f-9b4a-bf2b05dc7698;1;0
5fe45181-ca3c-453c-9d1b-5f269e233ccf;1;0
5fe6bc86-30ab-4132-afd9-4e5a0cee13be;1;0
5ff08432-2425-4a9f-9fec-a728af67b287;1;0
5ff19414-1c3c-4c0b-a4d0-4198658e933a;1;0
6004f4f9-2f2a-4c9d-a929-0d36809fc473;1;0
60192fe3-fb16-4c77-afb2-e8403af7f749;1;0
6062709a-f7c7-432c-b5dc-7c0d2868db1f;0;1
607cea67-fa8c-45c8-9f42-099d901d8cc6;0;1
6090314d-193b-4e2f-8790-4a246aaeba8f;1;0
60982db1-3eb7-47c1-b14f-e3950cb4b290;1;1
609ad47e-7926-4ead-8c18-d8ec5bc039f7;0;1
60bd7e68-93d4-49ef-8322-ba61574eed1b;1;0
60dc2110-6f21-4d68-8885-c0bce9ea33d3;0;1
60e05223-e61e-4264-8feb-dd49a7fd95b8;1;0
60f6dcb5-2275-4fd2-a3af-c75240c77446;0;1
60f71e51-0d29-450e-b9f5-21d5c7b61d06;1;0
611242af-b7df-47f9-abe6-8ca5a2ad2de4;1;0
612d62ae-dc3a-41a1-9e49-14b07bb79c4a;0;1
61342f6c-b0ed-45a5-a729-4662c1206e4c;1;0
614716da-4777-40d6-943f-51b774d9b0bf;1;0
615f4dc3-b16f-4a3c-89af-e4251cf77337;1;1
6197fb17-d931-4e3f-961b-3152509c04d6;1;0
620a050a-9375-4894-aeaa-dc169f189650;1;0
621cb3b5-3c56-46e6-b5ee-49022d8adc6e;1;0
6221c81b-b712-4042-9e1c-22435fcdb74e;1;1
622e2733-7402-45bb-a03f-adf20db6f3e6;1;0
623eb7f2-f4ea-47ad-ba4c-0bb7f2ff578b;1;1
6240b02a-0037-4aa2-996b-6aa0fe4ee95d;1;0
62462727-5043-4d8f-9873-4f40ebf5711a;1;1
627a3b94-e756-4c30-8384-41de06342de5;1;0
62abc902-14e9-410a-9e57-aa692edddf05;1;0
62cc6142-355e-48de-8daf-31de1f0cac6e;1;0
62e8a841-e7b2-4671-bf1e-ef8080abc40d;1;1
62fb2209-ebab-4e99-a686-a578e72d8dc8;1;0
63010eaa-11a2-4ead-bbc4-76f70051a681;1;1
631d2e48-ac58-4b0b-b6b0-c40545a4c160;1;0
6324faec-56d0-49ff-aaed-a64f9bee0a9a;1;0
6335c783-5825-4108-99ef-3c9c8440bf37;1;0
63376244-cb1d-4658-8194-c125cb2c532d;1;0
633909f7-2f6c-48c4-90f3-94c275d46829;1;0
63398586-7240-4898-a4e9-c6a29fe08cd1;1;0
6347a758-a675-436c-bf31-bc166769d896;1;0
634b8571-0172-426e-a007-81a7aea90d0d;0;1
6356d7d8-7990-436e-a7e8-9723fadad4c6;1;0
635b450e-20e3-4f29-8105-58b831e97c21;0;1
6361feeb-0d48-437b-b681-e96a06cdea0e;1;0
636f64c3-39dd-4232-8299-e230d85d3a24;1;0
63aac214-ed32-4c43-bc11-f3ad29c4be4f;1;0
63b2f50c-0e14-44be-8393-a6042bb8a8dd;1;0
63c6843f-dd4a-4d24-b4a0-da0b22b0558f;1;1
63d32285-5ce8-48f9-8f84-9e7e16f20c75;0;1
63d88a3c-a53e-4df4-9349-e29f4deed3a1;1;0
640f3cd1-9379-4e6d-9717-b271b1e99a2d;1;0
641d800f-ec31-4e09-b0b3-316117893f09;1;0
642adb2a-e096-4481-afd8-b8b151b9c9dc;1;0
6441f97b-84f8-4068-96c9-001e9309048e;2;0
64760af6-ca97-485e-b9d5-f865fc382cd7;1;0
6498b8f9-273e-46b8-af47-f03e2c02a292;0;1
64a853cb-fe92-45a4-8a00-7749188886f3;1;0
