;Inputs for Algorithm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69429ee5-af67-4390-ba33-a3b7aef46468;8;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6944ae3e-bfd5-4ee7-9d86-db69ee157720;7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6945d558-6ab4-4670-8ba5-b63f815206be;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
694d8782-a406-4ce7-8f6c-ccf7a2cc242d;8;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6964648b-c03b-401e-a7b0-3e71840a61e4;13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
697a86f8-a045-4421-90d0-b29428cdddf1;6;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
698655e4-8e71-484d-8f6b-88171bdda01e;9;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69929d0f-a97a-496b-bde8-d58debb0c378;24;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6993d054-0caa-4398-aefb-bcc3fb8243c9;18;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69a3e788-a7fd-4455-9651-5e5e4528e821;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
69b06b95-4009-49de-914c-5d1be13058ba;11;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69ba3c00-2815-402d-8ca7-8238c083b1dd;12;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69d7a61c-4ae2-4b0d-8ade-04f43fb62e01;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69f309cd-1c65-4bc4-a0a0-c93682f75d99;18;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6a0292ac-eb7b-4f3a-b8d7-309ea78b25f1;10;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6a0e71d4-9091-4cb6-b82f-ee0ffdc2faa7;9;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6a228dae-9a79-4b15-8be2-066c1fe32822;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6a312fc5-f556-4974-978b-016e36ecb386;16;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6a324f3d-42c9-476e-b84f-7db68b4ef369;6;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6a3e9521-a85f-4be2-8b0a-fe128d7aff40;15;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6a4b7c1f-6531-48de-a439-1f1c47e25015;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6a6e40c6-ac4f-4939-84f6-5421e852a7c9;7;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6a96c725-63c1-4319-8840-6a8e23294b0a;10;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6aa7a8fa-4644-4f1e-a1f9-c282e12ecbde;6;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6abefa2e-8dfe-4293-9c51-c692ef2c6e08;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6af46cbd-7953-4fcc-a1f7-f689c4b74aa8;9;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6af6f740-115e-4fb9-9dcf-5530a952f19b;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6b2379b8-35f5-4187-8642-12c1dc8b686b;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6b2f713b-b057-487a-9c66-5de3d6bb74c8;8;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6b4e1fb2-a98a-4919-befa-e76eacd367de;7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6b9dfbbe-b783-45f4-89f5-131f6a8ba1e9;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6ba1bfb6-adde-462e-b9db-bc32fa0d7228;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
6bede948-29e0-4a13-97e1-d72af733e40d;13;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6beec86f-998f-4cb1-905c-c95da44790bf;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6c16f8bd-8977-4e46-81fc-85c35de4384d;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
6c175fac-d791-4cee-ab6d-3c769b851088;18;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6c1d8168-3d1e-4cc5-a3bd-015ba65264be;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6c2f3835-46ec-440e-a79c-4bda0ede8788;8;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6c5fb9a3-1f0d-4d2c-a3b4-ccadcc5674ab;6;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6c61b086-834d-4b76-983d-e67cd3f34994;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6c61c804-ad16-4392-b9a0-b4430f9bfa9a;10;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
6c690d4a-9715-4dcd-a356-ee63702fe7e4;11;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6c739ffe-b912-4d1f-977b-3117e788c9d5;15;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6c9cde32-0760-42fa-be4b-0665e4e19d2a;10;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6cc01d05-d1c4-4767-acc0-b19665b2666c;6;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6cc1dab7-0f67-4fa9-94d6-9d8944ca1cf8;9;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6cc7c944-e2e2-443b-bc7f-1025be923f5a;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6cf653fe-2e99-4825-9918-c3102acc4850;6;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6cf890de-194e-43d1-8715-a0507a283728;11;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6cfaca29-13fb-4e28-9cbd-0376aed2156e;10;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6d021e63-c704-4bdb-8fa5-83352b9a7c36;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6d3cfb30-c981-4241-8fc8-934006846dc7;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
6d4446bc-1ff5-4210-bea6-0d43f7134374;13;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6d534de1-f26d-42bd-b0ad-c4ba49f81592;7;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6d5dea89-b1de-4455-b4ad-38ab9f7d8228;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6d7f65ba-c774-42df-896e-4c9553aefd21;19;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6d8db8ae-cc71-493f-9d0a-20869dd4906d;21;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6d9a03f8-f8bc-4fcd-b1ff-99f781c3c048;9;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6d9c2b8c-8d05-4ddd-b520-bcc7b30f3760;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6dabe77a-b3c3-4489-9bda-7c79562ff907;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
6dc01a4b-1aaf-4f77-93a8-7c6ecfdc1b4d;17;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6dc71ddd-2acd-4dbe-b2db-1a7e1dbc7001;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6dc80038-1af1-4741-ac1a-f4ac80f3ff29;8;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6dcc3619-a12b-42fd-98c6-bf656c686c58;11;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6de08859-2f29-4936-a63b-4e1d5018f7b3;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
6de66841-0905-423c-b7d2-bfe76ac0d5c3;6;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6e2d8c12-d55c-4f3c-8e14-561eba2bf68e;13;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6e2fa947-fa54-421c-b4d9-cd2d5150a6cf;13;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6e3253db-8faf-4e9b-b2bd-0072488221fb;11;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6e349a77-b56e-49ac-9d44-229c252a1df4;7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6e421232-1ec7-4992-af9e-eeee7dc8a1c7;11;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6e48b903-3e11-4558-943f-fe6301431df4;8;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6e4a496d-310b-470b-b526-ce7f5db885a0;8;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6e6b97a4-277a-4d82-8e82-e28b57d819a9;14;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6e7dd07e-60be-4d8c-bd38-7f30e7c83b7d;17;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6e8daadf-d6d5-4356-b6e5-17cf3edc2fb1;5;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6eab05da-239a-4119-a123-2eb4f8c37a42;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6eb3f5eb-f960-4fd2-8302-817b85a5d689;10;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6eb597c9-f831-4ad0-a143-350d1284ac31;10;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6ec3134b-6c5d-404c-86ba-8d616e41b170;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6ecc156e-6ad5-4316-8c28-9016e97eef2e;5;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6ece48dc-6ac5-45ec-927d-b9d523742932;11;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6ed14dfc-312c-4b65-a4b7-e44c513208a9;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6ed4cc1c-eadf-46dc-8877-5ac3f93dcfc1;7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6efc839a-a6ea-487b-b737-d31e717477f5;17;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
6f06bbe3-fc1c-4e52-9e1a-025c7b297601;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6f146129-8edc-4940-a5ec-30533e34b48a;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6f1c68c5-ac39-48ff-9782-0e9bd8e65174;9;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6f2e55ec-f615-4913-b66b-ada7ba1354f8;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6f41efb0-9d95-4b5f-8ffa-2895c26b6bda;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6f50e9e9-7bc1-4f61-af6f-fd5e54a7a6f1;7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6f511c49-f5ec-470b-b46c-f97dcda2685a;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6f61188b-009b-4ac8-aed1-264b60f22726;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6f617256-ad65-4923-b95c-3718db377b07;8;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6f6cd46f-7eda-42df-9d66-aee54b2d94ea;9;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6f8a2281-1dc9-4985-b918-51044f9a8ac0;11;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6f8ada8a-188d-4ea0-880c-5c169760af8d;6;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6f98299b-c448-4ae8-9740-1104a9ec9bdd;23;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6f98415a-3ea1-4107-a973-3bede28d3f2a;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6fa91381-f9d1-45ba-8a79-7318e5309eb0;6;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6fb7f255-edb3-4703-9404-d7de61e2cdd0;8;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6fd42710-1598-40dd-ba96-a3df9e60e55d;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6ff32374-ee7d-4e99-9af6-be5b20750059;10;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7009f829-e334-4ecd-9c11-af93e8cec1c6;6;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7029586a-6ab9-467f-aef0-b2aafb391f55;8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
704f147c-9880-4348-bde5-f5bd1787b62e;15;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
706a8bcb-b5d7-4ec8-a698-22644c606f7f;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
707feea3-8ed5-4f41-ae48-644fe9425452;19;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
707ff347-2e98-4e46-aaf4-aa8ee66c8aa3;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70a4e39e-0c73-477c-b925-1596047606b2;8;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70b72705-9563-4747-9791-22fbb0260f1f;9;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70c81049-f107-4309-95e4-17194820a49f;10;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70cebe6e-9873-4963-98db-1525cad3e529;12;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70f57139-bb4f-4ad7-9d61-88d257c2ac29;12;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70f65508-02bf-4c9f-896d-8e648923b939;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
710ab763-68bd-40ab-a806-8bb1fc9c4e5a;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
711dc15d-7037-4a1f-b0cc-ccf8b8d64b65;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
715bca5c-cb9a-4b06-b05a-51259359dc78;11;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
715ef644-5d7f-4b99-861c-754791286c8f;12;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7181b8a3-f0d5-48cd-98b1-365afd004b67;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
718a60d2-a32f-4a7e-b3aa-2ebde7aae458;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
718c58b0-d798-4458-bfce-76bed0f1ffb1;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
719687b1-b752-4677-82f6-c2fba53fc1c4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71a634cb-486d-4178-9bb2-25e4d0f2ce56;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71aa825e-6e6c-4ab9-a852-1899f3531c68;12;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71c15e99-ea1f-484a-874d-6b27a30a8bb7;6;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71f03cc7-486a-4018-899a-655ae9ce2ca2;9;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
720882e5-244b-439f-ab5b-c58c91ab240b;8;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
720e2852-7c5e-49ae-8326-e3a3d99fe104;12;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72187bc8-2f7c-411e-8d35-fc628ffb512a;11;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
721a4356-1b9d-404a-a96e-a443cadf73cd;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
722c7e0b-b2a3-4ded-9654-da82eeb17f26;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
723fbc80-a6a3-4cc5-a269-20f345cca82c;8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72422f5a-d9e8-4f73-97ca-e998acf3da3a;3;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
726f00c5-af7f-41a2-9d7f-84cb316d7904;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
727e8351-9982-44d0-bea1-ec2ca16426d9;14;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7282950d-ac75-406d-ae46-8d632bf0bea6;10;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72941b95-5153-4a7a-a4af-b6cbbc689cc3;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72d8f51c-7446-4dfe-bfe6-7dde80190c30;6;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72d9a1b2-7c45-42f4-ae47-0828ae9d343a;12;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72fa3fda-ebd5-49dd-955a-4118edf87f40;11;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
730d3fec-4689-42cf-9d2e-6da478d91d1b;6;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
731c6224-2223-4775-a842-c85329bdfa35;10;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7327994f-c59f-41a7-8d8a-906263d95717;10;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7344e4fc-0f81-4d8a-bf00-1d594a9616ee;9;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
734a20c0-084c-4ccf-8a09-51ed17e011b3;3;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7364b966-294c-4ccc-b6fa-893110915748;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
738c3a8f-09fe-42eb-a4fc-9eb225f7ee6a;3;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
738ea6ea-b35c-4289-a9b2-867b1338a748;5;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73c0e56f-3084-4fb2-8626-c9cad8e79677;17;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73d3ce34-3803-45c5-ab0a-966ba147f011;9;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73dd7a1b-8e32-43de-9004-5761e12b51d9;10;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73f36468-b413-4cf9-b8a9-29e2379a7889;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73fff60a-a1d5-4ac8-aa31-13057d9bcef8;7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
740bdeb1-cd97-4643-aa71-35d17dd15428;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
74484e3e-709e-4537-9501-28863910bcc2;11;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
744a72fa-b476-4f54-bd8a-8214ab993af3;17;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7456dcd3-48a3-41de-a2ed-fb50b107d721;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
747e1287-2e35-4113-8222-40e95e825a4e;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
